stressor,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Water Consumption Blue - Electricity - once-through - Electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Water Consumption Blue - Electricity - once-through - Electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Electricity - once-through - Electricity by Geothermal,3.96672532982,3.85477255077,4.08010847862,4.8618481153,5.46012680597,5.84236050674,5.43997999533,5.17221089724,4.99981549055,5.09709940495,4.78227463171,5.32880107012,5.33569656727,5.90202622451,5.81547243145,5.67661573101,5.7022407435,6.57182989873,6.29203961192
Water Consumption Blue - Electricity - once-through - Electricity nec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Consumption Blue - Domestic - domestic Water Consumption Blue,44012.09899600001,44594.5686,50532.32762099999,50696.533896000015,51454.118871,52653.15608400001,53434.63938100001,53938.444792999995,54921.402925,56539.265376999996,58059.421706,60619.106693,62597.148118000005,63558.430219999995,63572.01211099999,65590.28042499999,65590.28042499999,71783.64368698846,71639.0151936221
Water Withdrawal Blue - Manufacturing - Products of meat cattle,547.6006235126854,455.47287059186493,656.2753953107556,492.90975089992725,466.98246604668583,537.127925576771,387.082125693735,490.8989928848581,368.1241718195112,398.6109811471016,329.9567769621621,337.80880717065145,476.79409383756285,621.730128928242,543.2281727436408,399.5924027901098,244.9033282722212,265.09735527548077,266.372978022642
Water Withdrawal Blue - Manufacturing - Products of meat pigs,814.4434711345532,787.0451858904919,839.2131054730778,1107.402971824065,1193.958976739151,1054.065409095497,1205.8684306361158,1127.3267332204061,1331.7041548146572,1907.4922867726116,1637.314266302867,2338.4224814132967,1803.1745686839806,1854.2839566889156,1517.0886022049672,1222.1501613462951,301.50267080661587,318.84342386776535,326.50730619579195
Water Withdrawal Blue - Manufacturing - Products of meat poultry,346.76573783675957,417.43370145771615,387.6461771435366,360.3520314259193,389.21477308684405,432.915253173824,619.3855504234875,459.10834411323776,433.4624189455897,767.7385555273885,594.5595597371366,508.94690696110473,529.6115565070621,565.3764442687755,644.6437123537759,489.36250653347764,290.33690558922706,319.24606111430955,308.0128898863499
Water Withdrawal Blue - Manufacturing - Meat products nec,228.73154565585727,341.8077909251537,322.2987908876807,210.31389462058564,179.21554754397891,132.75626920266626,254.9534928365936,98.13081987633637,202.35862110934053,240.9449526093664,185.95826588372557,189.95956776805076,136.65331549366655,111.34943424857822,174.33284471092674,122.78063852058307,136.4465750315057,146.7240429634069,147.81969755306594
Water Withdrawal Blue - Manufacturing - products of Vegetable oils and fats,3785.8388393313635,3880.1682599460823,3428.953684504291,3616.293519741686,4331.48952931836,4430.1497969562,5379.718338938038,4733.851636763527,5515.848440621638,8289.200582912636,7268.772220248677,8825.974069314072,8215.606743082151,8075.483022907187,8938.82888785416,6610.1857261525765,1703.0073350495168,1755.5936133015696,1706.6633945032734
Water Withdrawal Blue - Manufacturing - Dairy products,2711.8557435728726,2167.2131225382304,3042.282899560271,3174.7091726673107,3458.183432094455,3317.641219759901,2567.5344026783087,2964.413354980056,2874.2908329966867,3227.498946334018,3678.7040697918133,4017.1614819428814,5080.193941002959,6596.234872568873,5099.474014945723,3453.3283709938123,1111.4391868323532,1193.582256833059,1228.421507026989
Water Withdrawal Blue - Manufacturing - Processed rice,738.6018731419531,1485.1481335720919,566.8975122603772,398.3781891756724,446.1867113331855,601.6971682348504,871.3792665986731,239.31585527573216,670.0596776567,387.584792185665,362.2146239011092,427.4499907886658,1332.7923356993138,226.8251859970273,198.41909311924383,1359.5179098332808,176.00754315232172,202.0138921765943,207.74673798246076
Water Withdrawal Blue - Manufacturing - Sugar,4609.317908731091,3735.051026320757,5053.485512400304,3806.6220342430993,3899.0827247435955,4349.170116057245,3155.1620218786024,3065.710283263221,1888.4852980780647,1685.147872591659,3461.465534679761,3508.8679646224714,2339.9977202930872,2348.531703790723,3222.7391005013933,2939.578387202587,927.2705015818053,1023.2007106131605,958.3011236103804
Water Withdrawal Blue - Manufacturing - Food products nec,13212.579737028269,13545.209192388118,12513.58580661985,13346.921618700771,12148.882943215129,12122.965887774282,13425.671809393933,15505.176267668,16207.53991814079,13869.509960552235,14410.604394036038,14022.740051941366,16028.168849979747,16110.741386290512,15353.152481780953,13964.506636881924,4339.045537107264,4639.79134534555,4443.352871361413
Water Withdrawal Blue - Manufacturing - Beverages,323.9206365706656,333.49447460985584,374.4624297255726,395.47792850121965,360.91616897612687,359.2575733621974,402.93155774458495,305.8831876138834,318.87200129444767,302.9976720710869,345.79087339304573,307.1111605703898,339.24464105431156,418.62789710790526,507.85811224075627,343.32927588382177,649.8152799292438,711.9561102827463,763.3343403805194
Water Withdrawal Blue - Manufacturing - Fish products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7001.167879060076,28032.981619212893,32910.167332828765,35093.162520744714
Water Withdrawal Blue - Manufacturing - Tobacco products (16),18.724321861670386,25.13853298776399,15.459190140163876,8.745821329629418,46.2505724754493,110.4910736842911,76.64031994812969,41.38489794755768,116.63833714717587,22.894840666108568,17.482644217841404,20.192820447210543,49.14883615161464,17.549956709199765,7.273953379057254,16.415222539522656,9.19764989750442,10.956908448783162,11.041186108858502
Water Withdrawal Blue - Manufacturing - Textiles (17),6814.916871065511,8185.370532125318,8595.050232735479,5141.957048016553,5105.565189980203,8105.216794450555,8448.092713683876,7973.46501686301,7322.795749192897,6956.060168189893,9034.76816481841,7966.588154141855,5979.827979336006,4494.445133884241,6061.3226134753995,5256.976413422507,11644.976326586017,13326.049811208288,13848.118484902241
Water Withdrawal Blue - Manufacturing - Wearing apparel; furs (18),4894.425227669456,4074.015299479629,3538.002734309731,5689.71428688408,5774.178750844219,4306.757935237565,5069.897864869195,6527.248722800337,6040.359974698823,7605.427967919954,7206.038829616075,9004.345535412996,11101.470198217723,13477.476600183518,10465.155325803427,11315.887830206382,4959.037211819572,5449.21198560677,5406.394921509589
Water Withdrawal Blue - Manufacturing - Leather and leather products (19),2515.4649613893093,1951.003243233499,2160.574041509027,3355.453782179709,3342.1703521462186,2142.4591176852905,1591.7303014879362,956.1017911802346,2549.810429623645,2000.5025193417196,960.6703483518774,1535.15984950791,2459.055570154647,1873.2809077386464,2946.178542717729,3882.9034271119294,3851.0228356986563,4375.325677754125,4270.840959883222
Water Withdrawal Blue - Manufacturing - Pulp,7698.75875245678,7065.3754535637045,9515.747928812283,7077.014429299108,6330.991484689018,8356.47491830391,9216.411976574702,6910.15585727542,8130.995158239031,5172.922083655495,7039.157946853525,5253.735545884865,12692.717175647873,16431.447656810997,9707.485093110286,7470.656273314591,7220.177194663713,6985.897414598371,6715.177120559077
"Water Withdrawal Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Withdrawal Blue - Manufacturing - Paper and paper products,9207.412674866253,10412.611134225164,9277.358160401165,7772.821470321209,8862.48827263753,10657.757794101914,9655.938801420363,10082.29297854322,9462.837371920681,10547.988650332496,11709.682056396337,13013.748001054502,12547.345531042325,11542.516699437936,11793.747990348535,12787.507786746328,15419.252492208821,16680.200152671227,16067.413111497786
Water Withdrawal Blue - Manufacturing - Printed matter and recorded media (22),2127.8751451154976,1252.8059997357932,1434.6140064370436,1179.9484787459276,1631.1589184276093,1215.493732723584,1357.7527722504708,2186.5487348912857,1597.2510440752858,1833.0135263219397,2661.6247121084366,1703.6103264191843,1691.3457604940645,1307.0566389608307,1598.8182249564304,2181.61803431967,1390.7962269517377,1493.5312709287675,1451.5611250011657
"Water Withdrawal Blue - Manufacturing - Plastics, basic",9008.177311443891,9072.550124876383,6017.550158572943,12566.648500315516,13241.766675216315,16855.18652269298,16418.961385254668,21962.237618550444,10795.930570518263,10943.171559557284,21359.78759414024,11993.464575270795,5052.372971886972,15796.217742920328,34685.072028504255,27660.34715780545,30331.715206398345,36861.06569902886,39190.376793709096
"Water Withdrawal Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Withdrawal Blue - Manufacturing - N-fertiliser,19131.331483644888,18814.111090401842,22633.83897250574,16902.84081215702,16348.005076787707,11535.764444207636,13881.58209933784,14787.45005782504,10809.126549994122,11926.723562324125,15278.931466966282,28221.187358056886,30799.308063642296,14785.333882238028,7935.014357829344,13185.431897571374,15820.34302054553,16471.964997528084,13809.792079657505
Water Withdrawal Blue - Manufacturing - P- and other fertiliser,12967.578615204004,6660.853420383042,8442.18146624598,9547.77526671256,7593.761480190675,8036.740788305193,4872.29560991574,10964.254380171094,6811.89149137732,5520.604034601848,7718.014365280876,9689.804429118296,11152.213917290865,5906.3612651575395,4023.460314186629,5302.236983479949,14254.562788508565,15080.853901658953,12898.36556303374
Water Withdrawal Blue - Manufacturing - Chemicals nec,10123.573866321298,17374.751005582453,13372.651884850931,11258.234934775992,10638.090300626478,11322.063485506376,17474.281807713374,8450.401884603089,19267.23289294836,16484.653524470068,18157.32657263825,13131.115454800798,19691.575693645093,13239.450164352374,16195.780972770404,24159.397845195897,15372.180174956102,17515.950057948747,17672.178859747175
Water Withdrawal Blue - Manufacturing - Rubber and plastic products (25),897.0652354938945,5001.666771714214,2685.638654329818,2579.527565510434,3897.527322725905,1645.5576246053538,1418.90308055112,2329.626488889526,2262.1623511532352,6850.579632693169,4324.100825539521,4647.3303137374405,5993.790985505604,10544.25532952441,7974.457475528686,4730.047535962295,3085.641488059107,3349.2942376312353,3364.8127941747193
Water Withdrawal Blue - Manufacturing - Glass and glass products,1002.8069048052168,1071.4971574447427,1236.1310812096071,1078.077809142797,1052.6124437789008,732.8843492421547,1521.8897067847818,1370.7807027979336,1830.7641683143233,931.6936560587721,1327.47987504382,1177.9149161514645,1105.0794518621328,1075.2929246153315,1857.2400820815149,1353.3013421922938,496.3420051353994,542.4461846550768,532.2004024425785
"Water Withdrawal Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Withdrawal Blue - Manufacturing - Ceramic goods,1578.5253106033317,938.4556314143847,905.2622488889191,927.1103067719032,941.0382010635069,1028.4516188937732,586.4715166677889,549.748166522258,1226.2353500592233,700.1748270269247,862.7021986822402,1137.21086630307,595.2999048027805,730.4303904724416,827.9398681576504,449.28195390466544,375.4944990153647,385.0858942100359,385.1782706026873
"Water Withdrawal Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",2963.5208590152156,3595.051237821981,2176.9780830484187,2128.13962729627,1927.4420783471533,1490.8006030250174,1259.5445231396943,938.2466801259802,1198.5088533024502,1375.5453844628687,1440.9509921893175,2278.2036961852227,1319.097961579664,1909.9851955083227,1363.8076787126522,2718.995888341526,1070.9549834193447,1297.1067511158187,1079.1528610785388
"Water Withdrawal Blue - Manufacturing - Cement, lime and plaster",1830.0614512385584,1869.0706313522567,2087.1288646192093,2645.9363086814265,2055.705947424603,2435.69451363175,2295.0220566737526,2991.012105972307,2774.9601086860184,3479.8038910481027,3768.430663097567,4155.017876771151,5378.739218408222,4905.047172620802,3536.60914092534,3999.5780728958807,8260.17549886143,9977.857630636541,10319.939858952914
"Water Withdrawal Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Withdrawal Blue - Manufacturing - Other non-metallic mineral products,1336.3441872140957,1198.0649423051375,2187.6289591388936,1461.0509777143332,2137.7628233664695,2715.157242960311,2760.4275534106223,2967.458072437244,1697.2499513304292,2989.3544991197964,2464.230128329685,1726.7642317690625,2717.8247096463783,2739.225420033103,2325.428467550215,2611.4279874788617,1711.6137161615688,1938.998636409431,2157.622533683403
Water Withdrawal Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,44301.88297419064,40897.991045136936,42470.16963613185,45170.75428088425,39598.67320592891,45124.50564483252,47993.71825956731,48319.45614463357,49534.10631081679,48964.63728508747,56986.7514123198,60087.32774990268,52095.03665216438,54076.489584537136,66053.94563694077,68337.0309579241,71289.94376889725,77889.24970487927,71940.21116520166
"Water Withdrawal Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Withdrawal Blue - Manufacturing - Precious metals,1.1695169614390648,2.575220482189777,1.2886288227176488,0.8814308008455058,0.618739528766388,1.368386227996692,1.0449860866873761,1.678924029232164,0.4489798838149572,0.9617102116624241,2.1083229116582367,0.6740758065885782,2.2425301682616907,2.8005050514301795,0.7709313800989669,0.5357179859958145,1.5834947002810884,1.9117033209351995,1.8858607265168887
"Water Withdrawal Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Withdrawal Blue - Manufacturing - Aluminium and aluminium products,907.3093580363139,1712.7466460026974,1714.623759603585,657.6045994857683,1435.5491943704428,1339.0186841763712,696.9162525930947,1359.410556024886,2895.265391501681,4716.115255788262,1468.7667950910106,1301.9291012884757,8533.377136544554,2095.097886588714,1179.3545647018725,2483.134791363514,2015.78869075251,2177.713197072088,2075.782593456215
